src,dst,relationship,cost
Hoorn,Overslag,EROAD,224
Hoornster,Kropswolde,EROAD,272
Hornsterburen,Leidschendam,EROAD,350
Hoornsterzwaag,Tonden,EROAD,331
Houtigehage,Zweins,EROAD,36
Houw,Genne-Overwaters,EROAD,106
Húns ,Wezep,EROAD,157
Idaard ,De Blijnse,EROAD,223
Idsegahuizum,De Tuut,EROAD,51
Idserdaburen,Bergakker,EROAD,87
Idskenhuizen,Oosternieland,EROAD,389
Idzega,Moleneind,EROAD,389
IJsbrechtum ,Paterswolde,EROAD,159
IJlst,Merselo,EROAD,392
IJpecolsga,Schapershoek,EROAD,115
IJsbrechtum,Baburen,EROAD,198
Indijk,Leiden,EROAD,83
Indijk,Warfstermolen,EROAD,213
Iniaheide,Rietmolen,EROAD,108
Irnsum ,Tjeintgum,EROAD,333
Itens,Kaarschot,EROAD,180
It Heidenskip,Emst,EROAD,335
Janssenstichting,Het Laar,EROAD,277
Janssenstichting,Aalsmeer,EROAD,315
Janum ,Emmer-Compascuum,EROAD,98
Jardinga,Nieuwesluis,EROAD,129
Jellum,Bodegraven,EROAD,195
Jelsum,Heurne,EROAD,205
Jislum,Oostburg,EROAD,69
Jonkershuizen,Eikberg,EROAD,197
Jonkersland ,Driehoek,EROAD,219
Jorwerd ,Vlagtwedde,EROAD,29
Joure,Slochteren,EROAD,125
Jousterp,Overbrug,EROAD,162
Jouswerd,Cadzand-Bad,EROAD,211
Jouswier,Zwilbroek,EROAD,253
Jubbega Derde Sluis,Kalenberg,EROAD,116
Jubbega-Schurega,Ter Laan,EROAD,97
Jubbegastercompagnie,Nieuw-Gassel,EROAD,309
Jutrijp,Bovenstreek,EROAD,64
Kaart,Wijngaarden,EROAD,101
Kampen,Buinen,EROAD,307
Katlijk,Zoetermeer,EROAD,353
Kerkeburen,'t Heechhout,EROAD,258
Kettingwier,Boerenstreek,EROAD,72
Kie,Nijkerk,EROAD,337
Kiesterzijl,Rijkevoort,EROAD,350
Kimswerd,Laageind,EROAD,107
Kingmatille,Horst,EROAD,238
Kinnum,Beerenplaat,EROAD,220
Kleine Gaastmeer,Oude Willem,EROAD,114
Kleinegeest,Raard,EROAD,111
Kleine Wiske,Nigtevecht,EROAD,87
Klein Groningen,Kruisdorp,EROAD,225
Klein Medhuizen,Haerst,EROAD,105
Klein Wieren,Gennep,EROAD,289
Klidse,Beringerhoek,EROAD,58
Kloosterburen,Bakelsebrug,EROAD,296
Klooster-Lidlum,Gaarland,EROAD,57
Koehool,Biervliet,EROAD,159
Kolderwolde,Spinolaberg,EROAD,318
Kollum,Onderdendam,EROAD,64
Kollumerpomp,Respelhoek,EROAD,372
Kollumerzwaag,Nieuwe Bildtdijk,EROAD,168
Koningsbuurt,Diemerbroek,EROAD,350
Kooihuizen,Brandt,EROAD,395
Kooisloot,Niekerk,EROAD,348
Kooten,Doesburgerbuurt,EROAD,393
Kootstertille,Den Horn,EROAD,190
Kornwerderzand,Havenbuurt,EROAD,390
Kortehemmen,Praets,EROAD,284
Kortezwaag,Achter de Vree,EROAD,316
Kortwoude,Pietersburen,EROAD,23
Koudehuizum,Heide,EROAD,247
Koudum,Loon,EROAD,20
Koufurderrige,Oude Schouw,EROAD,116
Koundenburg,Groessen,EROAD,84
Krabbeburen,Anerveen,EROAD,391
Kromwal,Boerelaan,EROAD,128
Kubaard,Klein-Bedaf,EROAD,179
Kuikhorne,Brandwijk,EROAD,194
Laad en Zaad,Goldhoorn,EROAD,268
Laagduurswoude,Tjerkwerd,EROAD,356
Laaxum,Drempt,EROAD,58
Landerum,Zuidbroek,EROAD,323
Langedijke,Pasop,EROAD,373
Langelille,Demen,EROAD,70
Langezwaag,Arnoud,EROAD,82
Langweer,Hulsen,EROAD,268
Lankum,Op de Belt,EROAD,72
Leegte,Groot Bruggen,EROAD,64
Leeuwarden,Iniaheide,EROAD,310
Legemeer,Völckerdorp,EROAD,240
Lekkerterp,Veneburen,EROAD,89
Lekkum,Kerkeind,EROAD,241
Lemmer,Burgervlotbrug,EROAD,340
Leons,Bleskensgraaf,EROAD,68
Lichtaard,Booneschans,EROAD,181
Lies,De Groe,EROAD,271
Lioessens,Zwammerdam,EROAD,320
Lippenhuizen,Middelstum,EROAD,188
Lippenwoude,Schilberg,EROAD,268
Loënga,Kalverdijk,EROAD,315
Lollum,Oudendijk,EROAD,51
Lombok,Katsberg,EROAD,92
Longerhouw,Krommenhoeke,EROAD,348
Luchtenveld,Zuidwolde,EROAD,179
Luinjeberd,Valkenswaard,EROAD,264
Lutjelollum,Gorinchem,EROAD,284
Franekeradeel,Duivendans,EROAD,92
Lytsewierrum,'t Hoekje,EROAD,143
Luxterhoek,Aerdt,EROAD,369
Luxwoude,Meeden,EROAD,332
Lytshuzen,Overeys,EROAD,179
Maemert,Peizermade,EROAD,33
Makkinga,De Knijpe (De Knipe) ,EROAD,131
Makkum,Hoek,EROAD,168
Makkum,Groot-Oever,EROAD,291
Mantgum,Overberg,EROAD,103
Marrum,Oostdorp,EROAD,378
Marssum,Huurne,EROAD,320
Medhuizen,Dolberg,EROAD,311
Meilahuizen,Rimpeld,EROAD,202
Menaldum,Dun,EROAD,268
Metslawier,Voorste Diesdonk,EROAD,202
Middelburen,Goidschalxoord,EROAD,220
Middelburen,Nieuw Acht,EROAD,372
Middenvaart,Leuvenum,EROAD,34
Midlum,Heemstede,EROAD,268
Midsburen,Kleine Meers,EROAD,166
Midsland,Pandelaarse Kampen,EROAD,143
Midsland aan Zee,Nij Altoenae,EROAD,386
Midsland Noord,Hengstdijk,EROAD,313
Miedum,Maasdijk,EROAD,275
Miedum,Vrouwenpolder,EROAD,373
Mildam,De Peppeld,EROAD,346
Minnertsga,Harderwijk,EROAD,208
Mirns,Bonnerveen,EROAD,379
Moddergat,Zwijndrecht,EROAD,280
Molenend,Elshout,EROAD,73
Molkwerum,Heiligerlee,EROAD,153
Morra,Udenhout,EROAD,140
Moskou,Kostverloren,EROAD,378
Munnekebaayum,Hummelo,EROAD,266
Munnekeburen,Baak,EROAD,244
Munnekezijl,Ulfterhoek,EROAD,188
Naarderburen,Eerde,EROAD,133
Nes,Petersburg,EROAD,131
Nes,Dedemsvaart,EROAD,167
Nes,Dal,EROAD,168
Niawier,Almere Stad,EROAD,394
Nieuw Amerika,Luyksgestel,EROAD,369
Nieuw Buren,Achterhoek,EROAD,257
Nieuwe Bildtdijk,De Bergen,EROAD,260
Nieuwe Bildtzijl,IJzerenbrug,EROAD,347
Nieuwebrug,Krassum,EROAD,145
Nieuwehorne,Nieuweschoot,EROAD,81
Nieuweschoot,Ohé,EROAD,242
Nieuwe Vaart,Oldekerk,EROAD,277
Nieuwland,Zwagerbosch,EROAD,147
Nieuwstad,Rotsterhaule,EROAD,271
Nieuw Weper,Ossenisse,EROAD,366
Nij Altoenae,Augustinusga,EROAD,334
Nij Beets,Laarstraat,EROAD,129
Nijeberkoop,Eijsden,EROAD,23
Nijega,Ureterp,EROAD,191
Nijehaske,Noordijk,EROAD,350
Nijeholtpade,Driewegen,EROAD,84
Nijeholtwolde,Valkenburg,EROAD,309
Nijelamer,Opmeeden,EROAD,385
Nijemirdum,Lutterveld,EROAD,325
Nijetrijne,Warga,EROAD,113
Nijezijl,Jelsum,EROAD,139
Nijhuizum,Nieuwerkerke,EROAD,101
Nijkleaster,Maarhuizen,EROAD,291
Nijland,Rottevalle,EROAD,130
Noordbergum,Leeuwte,EROAD,55
Noordwolde,Oostum,EROAD,372
Oenkerk,Imbosch,EROAD,87
Offingawier,Partij,EROAD,365
Oldeberkoop,Veldwijk,EROAD,54
Oldeboorn,Zeelberg,EROAD,374
Oldeholtpade,Overwoud,EROAD,375
Oldeholtwolde,Wijnaldum,EROAD,118
Oldelamer,Valkeveen,EROAD,81
Oldeouwer,Wezel,EROAD,342
Oldetrijne,Kraan,EROAD,296
Olterterp,Biesthoek,EROAD,176
Onland,Heieind,EROAD,216
Oosterbierum,Nederheide,EROAD,324
Oosterboorn,Soest,EROAD,152
Oosterend,Eemswoude ,EROAD,152
Oosterend,Hollandsdiep,EROAD,349
Oosterlittens,Marle,EROAD,327
Oostermeer,Holten,EROAD,243
Oosternijkerk,Anreep,EROAD,209
Oosterstreek,Schellingwoude,EROAD,100
Oosterwierum,Laag-Keppel,EROAD,92
Oosterwolde,Driesprong,EROAD,203
Oosterzee,Zevenhuizen,EROAD,230
Oosthem,Asselt,EROAD,278
Oostmahorn,De Heurne,EROAD,324
Oostrum,Meijel,EROAD,324
Oost-Vlieland,Weert,EROAD,366
Opeinde,Vredenburg,EROAD,90
Ophuis,Heiveld,EROAD,52
Oppenhuizen,Schadron,EROAD,137
Opperburen,Itteren,EROAD,87
Opperburen,Strabeek,EROAD,152
Oranjewoud,Oldeneel,EROAD,129
Osingahuizen,Sinderen,EROAD,46
Otterweg,Bartlehiem,EROAD,376
Oud-Appelscha,Einighausen,EROAD,51
Oud-Beets,Liefkenshoek,EROAD,364
Oude Bildtdijk,Heesbeen,EROAD,205
Oude Bildtzijl,Borculo,EROAD,269
Oudega,Oud-Lutten,EROAD,387
Oudega,Middelbert,EROAD,272
Oudega,Hingen,EROAD,328
Oudehaske,Zuidveen,EROAD,374
Oudehorne,Jukwerd,EROAD,336
Oudehornstercompagnie,Achter 't Hout,EROAD,348
Oude Leije,Neder-Hardinxveld,EROAD,138
Oudemirdum,Hoenderloo,EROAD,152
Oudeschoot,Klein-Delfgauw,EROAD,318
Oude Schouw,Tervaten,EROAD,357
Oude Terp,Gooland,EROAD,338
Oudewegstervaart,'t Jagertje,EROAD,276
Oudkerk,Eefde,EROAD,303
Oudwoude,De Hogert,EROAD,138
Ouwsterhaule,Veghel,EROAD,331
Ouwster-Nijega,Badhoevedorp,EROAD,259
Overburen,Nieuw Oostendorp,EROAD,296
Paesens,Buitenkaag,EROAD,271
Parrega,Santpoort-Noord,EROAD,126
Peins,Schouw,EROAD,121
Peperga,Egypte,EROAD,350
Petersburg,Molenbuurt,EROAD,63
Piaam,Schiedam,EROAD,392
Piekezijl,Boerengat,EROAD,68
Pietersbierum,Moddergat,EROAD,172
Pietersburen,Hoogland,EROAD,264
Pingjum,Vierakker,EROAD,392
Polle,Zuidlaarderveen,EROAD,320
Poppenhuizen,Pallert,EROAD,199
Poppingawier,Horzik,EROAD,186
Quatrebras,Lamperen,EROAD,224
Raard,Bethlehem,EROAD,148
Rauwerd,Greup,EROAD,233
Ravenswoud,Spekhoek,EROAD,117
Reidswal,Voerendaal,EROAD,352
Reitsum,Veldzicht,EROAD,241
Remswerd,'t Wad,EROAD,192
Ried,Reijmerstok,EROAD,237
Rien,Hoogcruts,EROAD,294
Rijperkerk,Oldeberkoop,EROAD,356
Rijs,Den Berg,EROAD,31
Rijsberkampen,Het Moer,EROAD,223
Rijtseterp,Winthagen,EROAD,191
Rinsumageest,Bovensluis,EROAD,81
Ritsumazijl,Sprang-Capelle,EROAD,127
Rode Dorp,Burgh,EROAD,272
Rohel,Eiland,EROAD,386
Rohel,Franse Hoef,EROAD,169
Roodeschuur,Een-West,EROAD,339
Roodhuis,Bennekom,EROAD,352
Roodkerk,Bolst,EROAD,259
Roordahuizum,Geerestein,EROAD,178
Ropta,Luchtenveld,EROAD,341
Roptazijl,Eygelshoven,EROAD,137
Rotstergaast,Thull [nl],EROAD,42
Rotsterhaule,Braakpeel,EROAD,231
Rottevalle,Aduard,EROAD,305
Rottum,Kaatsheuvel,EROAD,101
Ruigahuizen,De Leijen,EROAD,387
Salverd,Ellewoutsdijk,EROAD,224
Sandfirden,Oudwoude,EROAD,28
Schalsum,Hazennest,EROAD,266
Scharl,Zwarteweg,EROAD,275
Scharneburen,Heuven,EROAD,246
Scharnegoutum,Franekeradeel,EROAD,299
Scharsterbrug,Boermastreek,EROAD,370
Scherpenzeel,Esdonk,EROAD,249
Schettens,Burgersdijk,EROAD,390
Schiermonnikoog,Tuindorp,EROAD,315
Schillaard,'t Harde,EROAD,341
Schingen,Willemsoord,EROAD,291
Schoterzijl,Zeedorp,EROAD,244
Schouw,Lonneker,EROAD,355
Schraard,Gelselaar,EROAD,314
Schrins,Plaat,EROAD,77
Schuilenburg,Bronneger,EROAD,395
Seeryp,Rijkebuurt,EROAD,37
Selmien,Noord,EROAD,135
Sexbierum,Withuis,EROAD,152
Siegerswoude,Keiendorp,EROAD,220
Siegerswoude,Noordscheschut,EROAD,278
Sijbrandaburen,Goor,EROAD,366
Sijbrandahuis,Gapinge,EROAD,93
Sijthuizen,Loo,EROAD,140
Sint Annaparochie,Menzel,EROAD,65
Sint Jacobiparochie,Landorp,EROAD,225
Sintjohannesga,Slikkenburg,EROAD,358
Sint Nicolaasga,Harskamp,EROAD,369
Sjungadijk,Boer,EROAD,288
Slappeterp,Buurmalsen,EROAD,189
Slijkenburg,Achthoven,EROAD,135
Sloten,Olterterp,EROAD,261
Smallebrugge,Höfke,EROAD,118
Smalle Ee,Bissen,EROAD,97
Snakkerburen,Spanbroek,EROAD,107
Sneek,Kwaalburg,EROAD,392
Snikzwaag,Larense Broek,EROAD,396
Sondel,Nieuwersluis,EROAD,218
Sonnega,Uddel,EROAD,305
Sopsum,Brandeburen,EROAD,139
Sorremorre,Bruggen,EROAD,321
Sotterum,Dashorst,EROAD,286
Spanga,Heikant,EROAD,340
Spannenburg,Zuiddorpe,EROAD,317
Spannum,Schinveld,EROAD,156
Sparjebird,De Baan,EROAD,230
"Speers, Friesland",Gortel,EROAD,55
Spijk,Malland,EROAD,105
Spitsendijk,Linschoten,EROAD,121
Sprong,Benedenkerk,EROAD,205
Staveren,Ommelanderwijk,EROAD,346
Steenharst,Visserweert,EROAD,169
Steenvak,Zoeke,EROAD,224
Steggerda,Oudezijl,EROAD,114
Stiem,Binnenheurne,EROAD,280
Stiens,Salverd,EROAD,289
Strand,Renkum,EROAD,65
Stroobos,Horsten,EROAD,136
Suameer,Molenhoek,EROAD,93
Suawoude,Crèvecoeur,EROAD,58
Surhuisterveen,Bergen aan Zee,EROAD,343
Surhuizum,Tjeppenboer,EROAD,51
Surhuizumer Mieden,Zandberg,EROAD,167
Swichum,Hoek,EROAD,307
Tacozijl,Oenkerk,EROAD,77
Teerd,Kaakhorn,EROAD,69
Teerns,Jellum,EROAD,90
Teijeburen,Bloemberg,EROAD,216
Terband,Zuid-Beijerland,EROAD,108
Tergracht,Stein,EROAD,304
Terhorne,Spijk,EROAD,247
Ter Idzard,Eextahaven,EROAD,218
Terkaple,Kampereiland,EROAD,153
Ternaard,Papekop,EROAD,278
Teroele,Tasdijk,EROAD,298
Terwispel,Zutphen,EROAD,66
Terwisscha,Ruigeweide,EROAD,317
Terzool,Hegelsom,EROAD,381
't Heechhout,Vrouwentroost,EROAD,96
Tibma,Mariadorp,EROAD,134
Tichelwerk,Broek op Langedijk,EROAD,223
Tietjerk,Hurwenen,EROAD,62
Tijnje,"De Beek, Apeldoorn",EROAD,28
Tilburen,Meer,EROAD,113
Tirns,'s-Gravenzande,EROAD,106
Tjaard,Zevenhuis,EROAD,83
Tjalhuizum,Ferwoude,EROAD,343
Tjalleberd,Ostaaijen,EROAD,47
Tjeintgum,Roodehaan,EROAD,169
Tjeppenboer,De Meele,EROAD,73
Tjerkgaast,Hoorn,EROAD,235
Tjerkwerd,Wildeplaats,EROAD,135
Triemen,Willibrordushoek,EROAD,350
Tritzum,'s-Hertogenbosch,EROAD,104
Tronde,Terblijt,EROAD,318
Trophorne,Buweklooster,EROAD,83
't Schoor,Noordwijk,EROAD,193
Twijtel,De Pol,EROAD,111
Twijzel,Lutjerijp,EROAD,284
Twijzelerheide,Sparjebird,EROAD,20
Tzum,Vloeieind,EROAD,71
Tzummarum,Emmen,EROAD,361
Uilesprong,Steenoven,EROAD,220
Uiteinde,Reusel,EROAD,64
Uitwellingerga,Monster,EROAD,267
Ungebuurt,Lievelde,EROAD,360
Ureterp,Waalre,EROAD,310
Ureterp aan de Vaart,Kapelle,EROAD,326
Ureterperverlaat,Kapellebrug,EROAD,240
Vaardeburen,Loo,EROAD,193
Veenklooster,Corle,EROAD,309
Veenwouden,Oudkarspel,EROAD,203
Veenwoudsterwal,Piershil,EROAD,69
Vegelinsoord,Engwier,EROAD,247
Veneburen,Heumen,EROAD,103
Venekoten,Termoors,EROAD,139
Vensterburen,Voske,EROAD,246
Vierhuis,Cillaarshoek,EROAD,217
Vierhuizen,Willemstad,EROAD,235
Vijfhuis,Zennewijnen,EROAD,294
Vijfhuizen,Kommerzijl,EROAD,329
Vinkega,Kootwijk,EROAD,244
Visbuurt,Schoonbron,EROAD,105
Vissersburen,Neerkant,EROAD,278
Voorrijp,De Voorwaarts,EROAD,78
Voorwerk,Wolfshuis,EROAD,204
Vosseburen,Spitsbergen,EROAD,241
Vrouwenparochie,Blauwhuis,EROAD,30
Waaxens ,Geuzenbuurt,EROAD,335
Waaxens,Wadway,EROAD,347
Wammert,Berkel en Rodenrijs,EROAD,99
Wanswerd,Oud-Empel,EROAD,200
Wanswerd aan de Streek,Scheemda,EROAD,393
War (Franeker),Nederhorst den Berg,EROAD,388
Warfstermolen,Bregtdorp,EROAD,132
Warga,Boeiink,EROAD,378
Warniahuizen,Hollandsch Ankeveen,EROAD,67
Warns,De Bruil,EROAD,112
Warstiens,De Glind,EROAD,259
Wartena,Lekkerterp,EROAD,155
Waskemeer,De Vorst,EROAD,306
Wedzeburen,Zuidveld,EROAD,220
Weidum,Dingen,EROAD,247
Wjelsryp,De Gaasten,EROAD,36
Weper,Zenderen,EROAD,60
West aan Zee,Grijpskerk,EROAD,73
Westerend Harich,Wildert,EROAD,222
Westergeest,Ressen,EROAD,248
Westermeer,Zuideinde,EROAD,107
Westernijkerk,Luchen,EROAD,195
Westhem,Uithuizen,EROAD,327
Westhoek,Leunen,EROAD,220
West-Terschelling,Veldzicht,EROAD,146
Wetzens,Osterbos,EROAD,130
Wie,Posthoorn,EROAD,102
Wier,De Meente,EROAD,247
Wierum,Vlaardingen,EROAD,41
Wieuwerd,Driene,EROAD,171
Wijckel,Norden,EROAD,119
Wijckelereebuurt,Sint Jansteen,EROAD,270
Wijgeest,Sint Willebrord,EROAD,273
Wijnaldum,Weerselo,EROAD,142
Wijnjeterpverlaat,Aam,EROAD,31
Wijnjewoude,Lekermeer,EROAD,367
Wijns,Bolshuizen,EROAD,167
Wijtgaard,Berm,EROAD,96
Wilaard,Berik,EROAD,193
Willemstad,Rilland,EROAD,208
Winsum,Nieuwe-Niedorp,EROAD,108
Wirdum,Den Akker,EROAD,217
Witmarsum,Benedenberg,EROAD,210
Witveen,Budel-Schoot,EROAD,268
Wolsum,Egchelheide,EROAD,75
Wolvega,De Pas,EROAD,103
Wommels,Berlikum ,EROAD,277
Wonneburen,Klein Wetsinge,EROAD,266
Wons,Spaansehoek,EROAD,268
Workum,Bankert,EROAD,113
Woudsend,Duivenhoek,EROAD,136
Wouterswoude,Oost-Graftdijk,EROAD,347
Ypecolsga (Ypekolsgea),Serooskerke,EROAD,399
Zandbulten,Lagebiezen,EROAD,264
Zandhuizen ,Groet,EROAD,145
Zevenbuurt,Oss,EROAD,239
Zevenhuizen,Houw,EROAD,240
Zuiderburen,Woudrichem,EROAD,221
Zuiderend,Ulsda,EROAD,311
Zurich,Domburg,EROAD,345
Zwaagwesteinde ,Hoog-Buurlo,EROAD,142
Zwagerbosch,De Driesprong,EROAD,204
Zwagerveen,Middelrode,EROAD,256
Zwarte Haan,Warder,EROAD,67
Zweins,Wierum,EROAD,45
Aalst,Geldrop,EROAD,327
Aalst,Eese,EROAD,83
Aalten,Jipsinghuizen,EROAD,344
Aam,Ugchelen,EROAD,87
Achter de Vree,Dallingeweer,EROAD,110
Achterdrempt,Boord,EROAD,317
Achterhoek,Ruimel,EROAD,270
Achterstehoek,De Roskam,EROAD,38
Acquoy,Bovenburen,EROAD,66
Aerdt,Duizel,EROAD,237
Afferden,Hooge Bijssel,EROAD,118
Alem,Oudenbosch,EROAD,37
Almen,Idzega,EROAD,317
Alphen,Hoogmeien,EROAD,24
Altforst,Strype,EROAD,205
Alverna,Heikant,EROAD,272
Ammerzoden,Emmaberg,EROAD,226
Ampsen,Gaag,EROAD,395
Andelst,Dichteren,EROAD,331
Angeren,De Hoek,EROAD,393
Angerlo,Zinkweg,EROAD,235
Apeldoorn,Castenray,EROAD,79
Aperloo,Teersdijk,EROAD,52
Appel,Loveren,EROAD,313
Appeltern,Purmerland,EROAD,354
Appen,Deinum ,EROAD,80
Armhoede,Sterenborg,EROAD,285
Arnhem,Varik,EROAD,37
Asch,Kievitswaard,EROAD,230
Asperen,Boskant,EROAD,382
Assel,Vierhuizen,EROAD,146
Assendorp,De Zandloper,EROAD,222
Avest,Zittard,EROAD,298
Azewijn,Sasput,EROAD,251
Baak,Baarschot,EROAD,286
Baal,Het Woud,EROAD,165
Babberich,Riel,EROAD,40
Bahr,Westerland,EROAD,137
Bakermark,Exloërveen,EROAD,333
Bakhuisbos,Heukelom,EROAD,400
Balgoij,Wijhe,EROAD,44
Barchem,Papenvoort,EROAD,315
Barlo,Oudeland,EROAD,242
Barneveld,Hoge Enk,EROAD,81
Batenburg,Helleneind,EROAD,259
Bato's Erf,Heerenveen,EROAD,42
Bato's Erf,Den Bommel,EROAD,293
Beek,Smal,EROAD,21
Beek,Middenmeer,EROAD,48
Beekbergen,Basserveld,EROAD,85
Beemte,Schipluiden,EROAD,318
Beesd,De Hoef,EROAD,259
Bekveld,Zwaagdijk-Oost,EROAD,344
Beltrum,Heimolen,EROAD,247
Bemmel,Draaisterhuizen,EROAD,104
Benedeneind,Boterwijk,EROAD,368
Beneden-Leeuwen,'t Veen,EROAD,39
Bennekom,Wessinge,EROAD,210
Bergakker,Bruchem,EROAD,275
Berg en Dal,Soerendonk,EROAD,189
Bergerden,Gaarkeuken,EROAD,236
Bergharen,Schilligeham,EROAD,193
Berghuizen,Holtinge,EROAD,65
Berghuizen,Koulen,EROAD,295
Berm,Keske,EROAD,94
Bern,Vlaas,EROAD,295
Beuningen,Nes,EROAD,140
Beusichem,Olen,EROAD,21
Bevermeer,Barendrecht,EROAD,314
Bijsteren,Ens,EROAD,69
Bingerden,'t Nopeind,EROAD,128
Binnenheurne,Milsbeek,EROAD,286
Blankenberg,Steenbergen,EROAD,316
Blauwesluis,Tuuthees,EROAD,188
Blekkink,Terbregge,EROAD,23
Boerenhoek,Goudriaan,EROAD,336
Bontebrug,Pietersbierum,EROAD,164
Bontemorgen,Westerklief,EROAD,36
Borculo,De Krieger,EROAD,114
Boschheurne,Wijnbergen,EROAD,133
Boskant,Breklenkamp,EROAD,105
Boshoek,Bruinisse,EROAD,293
Boveneind,Elshof,EROAD,293
Boven-Leeuwen,Berghuizen,EROAD,400
Bovenstreek,Baaiduinen,EROAD,77
Bovenveen,Drie Hoefijzers,EROAD,205
Braamt,Eemster,EROAD,288
Brakel,Harbrinkhoek,EROAD,69
Bredelaar,Wittewerf,EROAD,51
Bredevoort,Hoarne ,EROAD,387
Breedeweg,Ter Maarsch,EROAD,97
Breedenbroek,Hoogeloon,EROAD,360
Brinke,Lagewald,EROAD,291
Brinkheurne,Maren-Kessel,EROAD,256
Brinkmanshoek,Elsendorp,EROAD,35
Broekdijk,Noorden,EROAD,193
Broeke,De Looi,EROAD,61
Broekkant,Dommelsvoort,EROAD,71
Broekland,Stroodorpe,EROAD,223
Bronkhorst,De Rand,EROAD,337
Bronsbergen,Hitsertse Kade,EROAD,252
Brouwershoek,Zuidzijde,EROAD,271
Bruchem,Fransum,EROAD,94
Bruil,Vernhout,EROAD,84
Brummen,Tervoort,EROAD,362
Bullenkamp,Kremselen,EROAD,101
Buren,Benzenrade,EROAD,192
Bussloo,Geesteren,EROAD,286
Buurmalsen,Vlagtwedder-Veldhuis,EROAD,374
Californië,Weidum,EROAD,52
Coldenhove,Baarlo,EROAD,108
Colonjes,Molenbuurt,EROAD,35
Corle,Afferden,EROAD,188
Cortenoever,Altforst,EROAD,33
Covik,Reeuwijk-Dorp,EROAD,326
Crob,Baarloseweg,EROAD,356
Culemborg,De Hooge Wegen,EROAD,106
Dale,Zandhoek,EROAD,259
"De Beek, Apeldoorn",Wernhout,EROAD,239
De Bosjes,Birstum,EROAD,311
De Delle,Leerbroek,EROAD,88
De Dennenhoek,Wessem,EROAD,267
De Droo,Vinkebrug,EROAD,189
Deelen,Baambrugge,EROAD,327
De Emmer,Portengense Brug,EROAD,394
Deest,Rijsdam,EROAD,158
De Ginkel,Endepoel,EROAD,161
De Glind,Kathagen,EROAD,71
De Haar,Noordkant,EROAD,126
De Heurne,"Geer, De Ronde Venen",EROAD,70
De Heuvel,Ham,EROAD,293
De Horst,Reidswal,EROAD,86
De Horst,Sambeek,EROAD,359
Deil,Someren,EROAD,395
De Kade,Heuvel,EROAD,168
De Kar,Firdgum,EROAD,31
De Klomp,Boksum ,EROAD,372
De Kraats,Oudekerk,EROAD,57
De Krim,Tiengeboden,EROAD,215
De Laar,Huizen,EROAD,319
Delden,Oijen,EROAD,257
De Leuke,Sloterdijk,EROAD,111
Delwijnen,Teerns,EROAD,225
De Mars,Heuveltje,EROAD,141
De Meene,Kerensheide,EROAD,252
Den Akker,Rheeveld,EROAD,250
Den Eng,De Rijlst,EROAD,317
Den Hoef,Bolenberg,EROAD,242
De Pas,Leensel,EROAD,200
De Pas,Klein-Ulsda,EROAD,389
De Peppeld,Oudenrijn,EROAD,307
De Rietschoof,Boschhoven,EROAD,166
De Schatkuil,Barlage,EROAD,36
De Schoolt,Rinkveld,EROAD,89
De Schutterij,Bergharen,EROAD,297
De Steeg,Hazerswoude-Rijndijk,EROAD,247
De Tuut,Lettele,EROAD,169
De Valk (township),Linde,EROAD,161
De Vecht,De Bult,EROAD,225
De Veenhuis,Pol,EROAD,257
De Voorwaarts,Rekken,EROAD,74
De Wijk,Bruchterveld,EROAD,178
De Woerd,Berg,EROAD,329
De Wopereis,Nieuw-Vossemeer,EROAD,394
De Zoom,De Bus,EROAD,365
Dichteren,De Kolonie,EROAD,240
Didam,Beertsenhoven,EROAD,70
Dieren,Rijs,EROAD,319
Diermen,Dorshout,EROAD,225
Dijkhoek,Peelstraat,EROAD,345
Dijkhuizen,De Valk (township),EROAD,81
Dinxperlo,Nieuwe Pekela,EROAD,112
Dodewaard,Vaassense Broek,EROAD,112
Doesburg,Grosthuizen,EROAD,192
Doesburg,Benningbroek,EROAD,65
Doesburgerbuurt,Etten-Leur,EROAD,160
Doetinchem,Walsoorden,EROAD,165
Doornenburg,"Berg, Valkenburg",EROAD,329
Doornik,Geersbroek,EROAD,123
Doorning,Laagduurswoude,EROAD,179
Doornspijk,Vriezenveen,EROAD,203
Doornsteeg,Oxe,EROAD,198
Doorwerth,Veldhuis,EROAD,259
Drempt,Colonjes,EROAD,210
Dreumel,Grashoek,EROAD,72
Drie,Graauw,EROAD,154
Driedorp,Renswoude,EROAD,344
Drieënhuizen,Buurtje,EROAD,391
Driel,Geloo,EROAD,197
Driesprong,Herongerberg,EROAD,121
Droge,Roptazijl,EROAD,121
Druten,Valkenburg,EROAD,55
Duinen,Kwakkel,EROAD,318
Duistervoorde,Mijnsheerenland,EROAD,171
Duiven,Wijdewormer,EROAD,78
Duivendans,Hulsberg,EROAD,150
Dunsborg,Oostdijk,EROAD,133
Echteld,Lelystad Haven,EROAD,257
Eck en Wiel,De Tike,EROAD,125
Ede,Oud-Roosteren,EROAD,334
Ederveen,Schutwijk,EROAD,309
Eefde,Deurze,EROAD,89
Eefsele,Klooster-Lidlum,EROAD,196
Eekt,Tzum,EROAD,391
Eerbeek,Berg en Dal,EROAD,129
Eibergen,Drogteropslagen,EROAD,66
Eimeren,Oosterend,EROAD,190
Elburg,Langeschouw,EROAD,393
Elden,Bovenkarspel,EROAD,317
Eldik,Wijckelereebuurt,EROAD,279
